S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
567,2018-09-09,4,8730.00,882220.00,102.00,101.00,101.00
568,2018-09-06,3,160.00,16440.00,104.00,102.00,102.00
569,2018-09-05,7,330.00,33910.00,105.00,101.00,105.00
570,2018-09-04,12,1730.00,175540.00,104.00,100.00,100.00
571,2018-09-02,1,50.00,5000.00,100.00,100.00,100.00
572,2018-08-29,1,60.00,6000.00,100.00,100.00,100.00
573,2018-08-28,1,120.00,12000.00,100.00,100.00,100.00
574,2018-08-21,2,120.00,12240.00,102.00,102.00,102.00
575,2018-08-20,2,80.00,8400.00,106.00,104.00,104.00
576,2018-08-19,10,700.00,76060.00,112.00,108.00,108.00
577,2018-08-16,15,3145.00,330150.00,107.00,102.00,106.00
578,2018-08-15,1,1000.00,100000.00,100.00,100.00,100.00
579,2018-08-02,1,1000.00,100000.00,100.00,100.00,100.00
580,2018-08-01,3,100.00,10200.00,102.00,102.00,102.00
581,2018-07-29,4,850.00,85000.00,100.00,100.00,100.00
582,2018-07-25,3,500.00,50082.00,102.00,100.00,100.00
583,2018-07-24,1,90.00,9180.00,102.00,102.00,102.00
584,2018-07-23,1,110.00,11330.00,103.00,103.00,103.00
585,2018-07-22,1,120.00,12120.00,101.00,101.00,101.00
586,2018-07-19,1,200.00,20600.00,103.00,103.00,103.00
587,2018-07-15,1,50.00,5250.00,105.00,105.00,105.00
588,2018-07-11,3,380.00,40580.00,107.00,106.00,107.00
589,2018-07-09,2,60.00,6480.00,108.00,108.00,108.00
590,2018-07-08,3,200.00,20860.00,106.00,102.00,106.00
591,2018-07-05,5,1740.00,175500.00,102.00,100.00,102.00
592,2018-07-04,1,40.00,4000.00,100.00,100.00,100.00
593,2018-07-03,4,365.00,37030.00,102.00,100.00,102.00
594,2018-07-02,8,760.00,76920.00,103.00,100.00,100.00
595,2018-07-01,1,270.00,27540.00,102.00,102.00,102.00
596,2018-06-28,6,240.00,24000.00,100.00,100.00,100.00
597,2018-06-26,5,300.00,30600.00,102.00,102.00,102.00
598,2018-06-25,2,100.00,10500.00,106.00,104.00,104.00
599,2018-06-24,4,210.00,22680.00,108.00,108.00,108.00
600,2018-06-21,3,140.00,15120.00,108.00,108.00,108.00
601,2018-06-20,4,220.00,23960.00,110.00,108.00,110.00
602,2018-06-19,2,100.00,11120.00,112.00,110.00,110.00
603,2018-06-17,2,100.00,11400.00,114.00,114.00,114.00
604,2018-06-14,6,320.00,36080.00,114.00,112.00,112.00
605,2018-06-12,3,240.00,27360.00,114.00,114.00,114.00
606,2018-06-11,1,30.00,3360.00,112.00,112.00,112.00
607,2018-06-07,2,190.00,21960.00,116.00,114.00,114.00
608,2018-06-04,1,30.00,3480.00,116.00,116.00,116.00
609,2018-05-31,1,20.00,2340.00,117.00,117.00,117.00
610,2018-05-30,4,150.00,17090.00,115.00,113.00,115.00
611,2018-05-29,1,60.00,6840.00,114.00,114.00,114.00
612,2018-05-28,5,1590.00,185480.00,120.00,116.00,116.00
613,2018-05-24,9,330.00,39300.00,122.00,114.00,118.00
614,2018-05-23,1,40.00,4560.00,114.00,114.00,114.00
615,2018-05-21,1,40.00,4480.00,112.00,112.00,112.00
616,2018-05-20,4,340.00,39280.00,116.00,114.00,114.00
617,2018-05-15,1,260.00,30160.00,116.00,116.00,116.00
618,2018-05-10,3,600.00,70720.00,118.00,116.00,118.00
619,2018-05-09,3,70.00,8270.00,120.00,117.00,117.00
620,2018-05-06,9,1690.00,199620.00,119.00,113.00,119.00
621,2018-05-03,12,3995.00,472185.00,123.00,115.00,115.00
622,2018-05-02,7,370.00,42970.00,119.00,115.00,119.00
623,2018-04-29,10,740.00,88970.00,123.00,118.00,119.00
624,2018-04-26,9,1090.00,134910.00,127.00,121.00,123.00
625,2018-04-25,2,200.00,25400.00,127.00,127.00,127.00
626,2018-04-24,7,740.00,95460.00,130.00,128.00,129.00
627,2018-04-23,29,5142.00,652552.00,130.00,124.00,128.00
628,2018-04-22,3,340.00,43620.00,130.00,128.00,128.00
629,2018-04-18,5,1230.00,157230.00,130.00,125.00,130.00
630,2018-04-17,7,1095.00,138445.00,127.00,124.00,126.00
631,2018-04-16,1,90.00,11250.00,125.00,125.00,125.00
632,2018-04-15,20,990.00,120120.00,126.00,116.00,126.00
633,2018-04-12,6,320.00,38470.00,121.00,118.00,118.00
634,2018-04-11,12,580.00,68580.00,119.00,116.00,119.00
635,2018-04-10,17,1940.00,226875.00,119.00,116.00,117.00
636,2018-04-09,82,13520.00,1631550.00,131.00,120.00,120.00
637,2018-04-05,3,200.00,26800.00,135.00,133.00,133.00
638,2018-04-04,1,100.00,13700.00,137.00,137.00,137.00
639,2018-04-03,2,120.00,16640.00,139.00,137.00,137.00
640,2018-04-02,1,40.00,5560.00,139.00,139.00,139.00
641,2018-04-01,6,480.00,68200.00,145.00,141.00,141.00
642,2018-03-29,42,8620.00,1284610.00,150.00,139.00,147.00
643,2018-03-28,8,760.00,103520.00,137.00,127.00,137.00
644,2014-12-17,10,320.00,40440.00,127.00,125.00,125.00
645,2014-11-12,4,120.00,15840.00,135.00,129.00,129.00
646,2014-10-14,1,30.00,4110.00,137.00,137.00,137.00
647,2014-10-12,5,180.00,25080.00,141.00,139.00,139.00
648,2014-09-21,1,400.00,57200.00,143.00,143.00,143.00
649,2014-09-17,1,730.00,102930.00,141.00,141.00,141.00
650,2014-08-13,9,460.00,64820.00,143.00,139.00,139.00
651,2014-08-06,22,1500.00,217150.00,150.00,143.00,143.00
652,2014-08-05,19,840.00,134330.00,166.00,152.00,152.00
653,2014-08-04,3,330.00,56070.00,174.00,168.00,168.00
654,2014-08-03,4,360.00,64940.00,182.00,177.00,177.00
655,2014-07-31,18,3520.00,670450.00,193.00,184.00,184.00
656,2014-07-30,30,4570.00,819190.00,187.00,166.00,187.00
657,2014-07-28,9,440.00,73960.00,170.00,165.00,170.00
658,2014-07-27,3,1580.00,268600.00,170.00,170.00,170.00
659,2014-07-24,26,2390.00,409270.00,173.00,163.00,173.00
660,2014-07-23,32,6060.00,986470.00,166.00,151.00,166.00
661,2014-07-22,4,290.00,44060.00,154.00,151.00,151.00
662,2014-07-21,6,380.00,59660.00,157.00,157.00,157.00
663,2014-07-17,4,120.00,19200.00,160.00,160.00,160.00
664,2014-07-16,1,180.00,28260.00,157.00,157.00,157.00
665,2014-07-15,9,750.00,118470.00,159.00,156.00,156.00
666,2014-07-14,17,2320.00,354420.00,159.00,150.00,159.00
667,2014-07-13,12,3190.00,471160.00,150.00,140.00,148.00
668,2014-07-10,6,960.00,132960.00,142.00,138.00,138.00
669,2014-07-09,6,590.00,83090.00,141.00,140.00,140.00
670,2014-07-08,7,1090.00,153720.00,142.00,141.00,142.00
671,2014-07-07,3,130.00,18590.00,143.00,143.00,143.00
672,2014-07-03,3,200.00,28200.00,141.00,141.00,141.00
673,2014-07-02,2,170.00,23630.00,139.00,139.00,139.00
674,2014-07-01,38,4740.00,640180.00,139.00,125.00,137.00
675,2014-06-30,5,490.00,62940.00,130.00,127.00,127.00
676,2014-06-29,11,640.00,84560.00,135.00,131.00,131.00
677,2014-06-26,2,60.00,8280.00,139.00,137.00,137.00
678,2014-06-25,9,1810.00,256830.00,143.00,141.00,141.00
679,2014-06-24,29,4470.00,615790.00,141.00,130.00,141.00
680,2014-06-23,24,2630.00,331370.00,129.00,124.00,129.00
681,2014-06-19,32,6000.00,728610.00,124.00,119.00,122.00
682,2014-06-18,29,5180.00,634680.00,124.00,115.00,113.00
683,2014-06-17,18,4260.00,472160.00,113.00,106.00,0.00
684,2014-06-16,28,1800.00,197580.00,112.00,108.00,110.00
685,2014-06-15,6,260.00,29820.00,118.00,114.00,114.00
686,2014-06-11,15,1210.00,142620.00,120.00,116.00,120.00
687,2014-06-10,10,1540.00,184800.00,120.00,120.00,120.00
688,2014-06-09,2,770.00,93940.00,122.00,122.00,122.00
689,2014-06-08,4,370.00,45200.00,124.00,120.00,124.00
690,2014-06-05,1,120.00,14400.00,120.00,120.00,120.00
691,2014-06-04,15,1450.00,177240.00,124.00,120.00,122.00
692,2014-06-03,15,970.00,118270.00,123.00,121.00,122.00
693,2014-06-02,32,1370.00,160400.00,119.00,116.00,119.00
694,2014-06-01,23,2790.00,314400.00,114.00,106.00,114.00
695,2014-05-28,51,2640.00,280690.00,107.00,103.00,104.00
696,2014-05-27,42,3890.00,403130.00,106.00,101.00,105.00
697,2014-05-26,23,2320.00,259810.00,113.00,107.00,107.00
698,2014-05-25,87,7870.00,898800.00,118.00,112.00,112.00
699,2014-05-22,10,1250.00,139180.00,112.00,104.00,112.00
700,2014-05-21,1,40.00,4080.00,102.00,102.00,102.00
701,2014-05-20,7,850.00,84960.00,100.00,99.00,100.00
702,2014-05-18,14,1100.00,110330.00,103.00,100.00,100.00
703,2014-05-13,12,840.00,86460.00,105.00,101.00,105.00
704,2014-05-11,3,390.00,41730.00,107.00,107.00,107.00
705,2014-05-07,2,750.00,81630.00,109.00,107.00,109.00
706,2014-05-06,6,1600.00,171600.00,108.00,106.00,108.00
707,2014-05-05,3,180.00,19020.00,106.00,105.00,106.00
708,2014-04-30,1,40.00,4240.00,106.00,106.00,106.00
709,2014-04-29,6,260.00,27710.00,108.00,105.00,106.00
710,2014-04-28,10,380.00,40200.00,107.00,105.00,105.00
711,2014-04-27,14,700.00,75600.00,110.00,106.00,106.00
712,2014-04-23,10,450.00,47880.00,108.00,105.00,108.00
713,2014-04-22,3,110.00,11660.00,106.00,106.00,106.00
714,2014-04-21,1,30.00,3150.00,105.00,105.00,105.00
715,2014-04-20,12,2020.00,211220.00,105.00,103.00,103.00
716,2014-04-15,1,60.00,6300.00,105.00,105.00,105.00
717,2014-04-13,1,240.00,24720.00,103.00,103.00,103.00
718,2014-04-10,3,120.00,12600.00,105.00,105.00,105.00
719,2014-04-09,14,580.00,60130.00,105.00,102.00,105.00
720,2014-04-06,10,550.00,58000.00,106.00,104.00,106.00
721,2014-04-03,4,210.00,21780.00,104.00,102.00,102.00
722,2014-04-02,36,1300.00,136690.00,108.00,102.00,106.00
723,2014-03-31,5,310.00,32860.00,106.00,106.00,106.00
724,2014-03-27,69,5330.00,564980.00,106.00,106.00,106.00
725,2014-03-25,40,3200.00,345600.00,108.00,108.00,108.00
726,2014-03-24,44,3620.00,370800.00,106.00,102.00,106.00
727,2014-03-23,48,3820.00,394120.00,105.00,100.00,100.00
728,2014-03-20,8,600.00,66200.00,116.00,107.00,107.00
729,2014-03-17,5,240.00,29120.00,126.00,118.00,118.00
730,2014-03-13,3,250.00,32000.00,128.00,128.00,128.00
731,2014-03-12,13,890.00,113920.00,128.00,128.00,128.00
732,2014-02-24,28,1950.00,252900.00,130.00,128.00,130.00
733,2014-02-23,1,30.00,3960.00,132.00,132.00,132.00
734,2014-02-20,14,740.00,95420.00,132.00,128.00,132.00
735,2014-02-18,10,440.00,56200.00,130.00,126.00,130.00
736,2014-02-17,4,280.00,35840.00,128.00,128.00,128.00
737,2014-02-16,32,2690.00,349080.00,132.00,128.00,130.00
738,2014-02-13,33,2730.00,352830.00,131.00,128.00,130.00
739,2014-02-12,8,1200.00,154880.00,131.00,129.00,129.00
740,2014-02-11,9,1330.00,178610.00,135.00,133.00,133.00
741,2014-02-10,6,750.00,100770.00,135.00,133.00,133.00
742,2014-02-09,12,990.00,136110.00,139.00,137.00,137.00
743,2014-02-06,3,650.00,90530.00,141.00,139.00,141.00
744,2014-02-03,2,60.00,8460.00,141.00,141.00,141.00
745,2014-01-29,17,1370.00,201130.00,150.00,143.00,143.00
746,2014-01-28,13,4930.00,754470.00,156.00,148.00,153.00
747,2014-01-27,20,5060.00,750800.00,151.00,136.00,148.00
748,2014-01-26,11,2480.00,340020.00,138.00,128.00,138.00
749,2014-01-23,39,2250.00,271940.00,126.00,114.00,126.00
750,2014-01-22,13,750.00,85340.00,116.00,108.00,116.00
751,2014-01-21,6,540.00,57200.00,106.00,105.00,106.00
752,2014-01-20,2,100.00,10260.00,103.00,102.00,103.00
753,2014-01-19,5,920.00,91880.00,102.00,98.00,100.00
754,2014-01-16,1,60.00,5820.00,97.00,97.00,97.00
755,2014-01-14,16,1730.00,171060.00,100.00,97.00,98.00
756,2014-01-13,33,2290.00,227240.00,101.00,98.00,98.00
757,2014-01-12,8,440.00,43200.00,99.00,98.00,98.00
758,2014-01-09,21,4370.00,417240.00,97.00,95.00,97.00
759,2014-01-08,23,1550.00,151340.00,98.00,97.00,98.00
760,2013-12-29,5,280.00,27720.00,99.00,99.00,99.00
761,2013-12-22,12,950.00,97610.00,103.00,101.00,101.00
762,2013-12-08,1,800.00,80800.00,101.00,101.00,101.00
763,2013-12-05,2,150.00,15450.00,103.00,103.00,103.00
764,2013-11-28,12,750.00,77790.00,105.00,103.00,103.00
765,2013-11-27,2,930.00,96720.00,104.00,104.00,104.00
766,2012-06-28,14,420.00,44520.00,107.00,105.00,106.00
767,2012-06-27,1,40.00,4360.00,109.00,109.00,109.00
768,2012-06-26,2,60.00,6660.00,111.00,111.00,111.00
769,2012-06-25,30,2850.00,303090.00,109.00,105.00,109.00
770,2012-06-21,9,380.00,40120.00,106.00,105.00,106.00
771,2012-06-20,40,2030.00,227110.00,115.00,105.00,105.00
772,2012-06-19,13,630.00,71490.00,115.00,113.00,115.00
773,2012-06-18,42,2070.00,229910.00,113.00,111.00,111.00
774,2012-06-17,49,2940.00,316140.00,109.00,107.00,109.00
775,2012-06-14,42,2580.00,274680.00,107.00,105.00,105.00
776,2012-06-13,22,1650.00,172230.00,105.00,103.00,105.00
777,2012-06-12,43,2840.00,295950.00,106.00,103.00,104.00
778,2012-06-11,4,240.00,24840.00,104.00,102.00,102.00
779,2012-06-10,37,2980.00,307660.00,105.00,103.00,104.00
780,2012-06-06,133,9280.00,964140.00,105.00,101.00,101.00
781,2012-06-05,59,3590.00,375020.00,105.00,102.00,102.00
782,2012-06-04,9,400.00,42130.00,107.00,104.00,107.00
783,2012-06-03,80,9230.00,1022060.00,111.00,104.00,106.00
784,2012-05-31,58,5520.00,582290.00,109.00,99.00,109.00
785,2012-05-30,126,12020.00,1307030.00,112.00,103.00,103.00
786,2012-05-29,78,8150.00,981800.00,124.00,114.00,114.00
787,2012-05-24,109,16120.00,2031320.00,128.00,126.00,126.00
788,2012-05-22,1,100.00,13000.00,130.00,130.00,130.00
789,2012-05-21,5,220.00,28850.00,132.00,131.00,132.00
790,2012-05-17,1,40.00,5160.00,129.00,129.00,129.00
791,2012-05-10,29,990.00,133010.00,135.00,131.00,131.00
792,2012-04-30,5,100.00,13380.00,135.00,129.00,135.00
793,2012-04-26,1,90.00,11430.00,127.00,127.00,127.00
794,2012-04-19,4,300.00,37460.00,125.00,124.00,125.00
795,2012-04-18,1,80.00,9760.00,122.00,122.00,122.00
796,2012-04-17,6,260.00,31260.00,121.00,120.00,120.00
797,2012-04-15,2,70.00,8270.00,119.00,117.00,119.00
798,2012-04-12,1,160.00,18400.00,115.00,115.00,115.00
799,2012-04-11,1,80.00,9040.00,113.00,113.00,113.00
800,2012-04-10,2,110.00,12670.00,116.00,115.00,115.00
801,2012-04-05,4,170.00,20000.00,118.00,116.00,118.00
802,2012-04-03,1,80.00,9120.00,114.00,114.00,114.00
803,2012-04-02,5,920.00,103520.00,113.00,112.00,112.00
804,2012-04-01,7,320.00,36150.00,114.00,112.00,113.00
805,2012-03-29,2,90.00,10230.00,114.00,113.00,114.00
806,2012-03-27,7,270.00,30660.00,114.00,113.00,113.00
807,2012-03-26,38,1380.00,157110.00,114.00,113.00,114.00
808,2012-03-25,16,510.00,58140.00,114.00,114.00,114.00
809,2012-03-21,8,520.00,58950.00,114.00,113.00,114.00
810,2012-03-19,1,220.00,25300.00,115.00,115.00,115.00
811,2012-03-15,23,1040.00,118950.00,115.00,112.00,115.00
812,2012-03-14,4,2220.00,240000.00,110.00,108.00,110.00
813,2012-03-13,2,1530.00,165360.00,110.00,108.00,110.00
814,2012-03-12,8,2160.00,237420.00,112.00,109.00,109.00
815,2012-03-11,38,1410.00,160800.00,115.00,114.00,114.00
816,2012-03-06,56,2210.00,258350.00,118.00,116.00,116.00
817,2012-03-05,57,2100.00,237360.00,115.00,113.00,115.00
818,2012-03-04,36,1270.00,146020.00,116.00,114.00,115.00
819,2012-03-01,43,1410.00,155400.00,112.00,110.00,112.00
820,2012-02-29,46,1380.00,154560.00,112.00,112.00,112.00
821,2012-02-28,2,120.00,13530.00,113.00,112.00,112.00
822,2012-02-27,13,720.00,80620.00,113.00,110.00,113.00
823,2012-02-26,11,690.00,77320.00,113.00,112.00,112.00
824,2012-02-23,61,4200.00,470550.00,115.00,109.00,110.00
825,2012-02-21,16,1060.00,122310.00,120.00,114.00,114.00
826,2012-02-15,20,1100.00,132630.00,122.00,116.00,122.00
827,2012-02-14,24,1740.00,218990.00,128.00,121.00,123.00
828,2012-02-13,10,460.00,54660.00,121.00,112.00,121.00
829,2012-02-12,3,90.00,9720.00,110.00,106.00,110.00
830,2012-02-07,1,40.00,4160.00,104.00,104.00,104.00
831,2012-02-06,60,2580.00,263520.00,103.00,102.00,103.00
832,2012-02-05,50,2020.00,206390.00,103.00,101.00,102.00
833,2012-02-02,36,1280.00,130920.00,103.00,101.00,101.00
834,2012-02-01,25,1140.00,116220.00,103.00,101.00,103.00
835,2012-01-31,35,1350.00,138230.00,103.00,102.00,103.00
836,2012-01-29,82,3560.00,366750.00,104.00,101.00,103.00
837,2012-01-26,73,3980.00,409090.00,104.00,100.00,102.00
838,2012-01-25,109,8380.00,838310.00,108.00,99.00,101.00
839,2012-01-23,6,90.00,10340.00,120.00,110.00,110.00
840,2012-01-22,1,10.00,1220.00,122.00,122.00,122.00
841,2012-01-12,5,90.00,11640.00,132.00,124.00,124.00
842,2011-12-29,3,40.00,5460.00,138.00,134.00,134.00
843,2011-12-28,7,70.00,10170.00,152.00,140.00,140.00
844,2011-12-21,2,40.00,6230.00,158.00,155.00,155.00
845,2011-12-19,3,70.00,11420.00,167.00,161.00,161.00
846,2011-12-14,3,70.00,12050.00,176.00,170.00,170.00
847,2011-12-13,4,80.00,14620.00,188.00,179.00,179.00
848,2011-12-12,3,50.00,9700.00,197.00,191.00,191.00
849,2011-12-07,6,130.00,27450.00,217.00,201.00,201.00
850,2011-12-06,4,100.00,22580.00,233.00,221.00,221.00
851,2011-12-05,3,70.00,16790.00,245.00,237.00,237.00
852,2011-11-23,2,40.00,10010.00,254.00,249.00,249.00
853,2011-11-22,3,70.00,18380.00,269.00,259.00,259.00
854,2011-11-21,3,70.00,19530.00,284.00,274.00,274.00
855,2011-11-20,4,100.00,29510.00,305.00,289.00,289.00
856,2011-11-17,2,40.00,12500.00,317.00,311.00,311.00
857,2011-11-16,1,10.00,3230.00,323.00,323.00,323.00
858,2011-11-15,2,40.00,13220.00,335.00,329.00,329.00
859,2011-11-14,2,40.00,13700.00,347.00,341.00,341.00
860,2011-11-13,3,70.00,25130.00,368.00,354.00,354.00
861,2011-11-09,1,10.00,3750.00,375.00,375.00,375.00
862,2011-08-17,1,10.00,3820.00,382.00,382.00,382.00
